,project_id,project_name,description,category,cost,district,votes,title_length,description_length,agg_district_code,agg_quartiers,src_district_code,approved,approved_binary
50,143,Lampadaires à détecteur de mouvement piste cyclable Sud canal,"Bonjour, Modifier les lampadaires actuellement présents le long de la piste cyclable entre rocade Sud (pont piétons cyclable sur la Rocade) et la limite avec Ramonville (autre juridiction qui pourrait également être consultée) pour en faire des lampadaires à éclairage se déclenchant à la nuit tombée (prenant aussi en compte le changement d'heure été/hiver), et seulement en cas de mouvement détecté sur la voie à revêtement pour piétons & cyclables, pour une durée suffisante au temps de déplacement. Avantage : économie d’électricité et sécurisation circulation piétons-vélos. Budget : ne pas remplacer les lampadaires existants, mais les équiper d'un système de détection de mouvement efficace.Modalités de réalisation - Avis technique : Equiper les lampadaires de la piste cyclable le long du Canal du Midi (portion Sud, du pont-Canal des Herbettes à Ramonville) de détecteurs de forme. La détection de forme permet de maîtriser les couts d’exploitation de l’éclairage en apportant la lumière uniquement en cas d’usage avéré sur l’espace public. Il s'agit de détecter la présence de mouvements humains la nuit.",Énergie,50000,13 - Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,50,61,1115,13,Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,5.2,False,0
51,35,Installation des toilettes publiques entre la gare d'Arènes et le Carrefour Lombez,"Le passage souterrain piéton qui relie l’arrêt de bus à l'autre côté des rails (la Clinique Pasteur, Carrefour Lombez, McDonalds au Blvd Gabriel Koenigs) est régulièrement utilisé comme toilettes. Afin de rendre ce passage (notamment la rampe d’accès à mobilité réduite) moins sale et répugnant, il suffirait de donner aux personnes qui fréquentent ce coin la possibilité d’utiliser de vraies toilettes dignes. Une installation des toilettes publiques à la sortie du passage côté Blvd Koenigs au carré vert à côté des bancs semble d’être une solution pour ce quartier peu apprécié.Modalités de réalisation - Avis technique :Installation d'un uritrottoir, un urinoir public écologique, sur l'espace vert situé à proximité du 36 Boulevard Koenigs, à la sortie du passage souterrain permettant de rejoindre les arènes. En raison de contraintes techniques, une sanisette ne peut en revanche pas être déployée sur cette zone. Pour information, il existe une sanisette à proximité au niveau des arènes.",Cadre de vie,14000,6 - Saint-Cyprien,19,82,996,6,Saint-Cyprien,2.1,False,0
52,47,Créer une forêt urbaine sur les friches de l’ancien Darty,"Depuis la catastrophe AZF ce terrain est une friche où pousse les herbes et les peupliers au milieu des restes de goudron. Je propose à la place de planter des arbres avec des essences de la région ce qui permettra d’absorber une petite partie du CO2 rejeté par le périphérique adjacent et serait un pôle de fraîcheur dans cette zone très bétonnéModalités de réalisation - Avis technique :Aménagement d'une micro forêt urbaine le long du périphérique à proximité immédiate du Rond-Point Robert Baden-Powell. Il est à noter qu’à l’emplacement de l’ancien Darty, une partie du foncier n’appartient pas à la collectivité, la micro forêt pourrait donc uniquement être plantée le long de la piste cyclable.",Nature en ville,15000,15 - Croix de Pierre / Route d'Espagne,47,57,701,15,Croix de Pierre / Route d'Espagne,2.2,False,0
53,8,Végétaliser les pieds d'arbres en ville,"Bonjour, je propose de végétaliser tous les pieds d'arbres du centre ville avec des plantes.Modalités de réalisation - Avis technique :L’échelle du centre ville évoquée au terme de cette idée est trop vaste pour réaliser un tel projet dans le cadre du budget participatif. Les services techniques proposent de réaliser cette idée sur la rue des Arts, sous réserve d’étude de réseaux souterrains et de l’avis de l’Architecte des Bâtiments de France. Il est possible de planter des végétaux couvre-sol vivaces fleuris et arbustes ponctuels afin d'apporter du volume à l'aménagement et embellir l’espace.",Nature en ville,50000,1 - Capitole / Arnaud Bernard / Carmes,49,39,601,1,Capitole / Arnaud Bernard / Carmes,1.1,False,0
54,20,Rendre glamour les bornes de recyclage,"Et si on rendait plus belles les bornes de recyclage du verre dans Toulouse? Ces bornes sont un peu partout dans la ville. Elles sont pratiques mais pas très glamours. L'idée serait d'associer l'art au recyclage et d'embellir ces bornes en les peignant avec comme fil conducteur la couleur verte. On pourrait faire appel à des artistes locaux, à des associations et à des écoles. Qui sait, ça finira peut-être en parcours ""touristique"" dans la ville.Modalités de réalisation - Avis technique :Une expérimentation peut-être envisagée sur quelques conteneurs avec des artistes qui pourraient être sélectionnés sur la base de propositions de visuel. Le coût total d’un tel projet a été estimé sur la base de 10 conteneurs (2 artistes et 5 conteneurs par artiste envisagés).",Cadre de vie,10000,2 - Amidonniers / Compans-Caffarelli / Brouardel,11,38,770,2,Amidonniers / Compans-Caffarelli / Brouardel,1.2,False,0
55,160,Eclairage passage piéton ,"Le long de la voie ferrée ill existe un passage piéton entre la gare saint martin du touch vers un parc d'activités avec de grandes sociétés ATOS, ECA AEROSPACE... il est très emprunté à l'entrée et la sortie des bureaux mais éclairé inutilement toute la nuit sans passage. Cela crée une pollution visuelle d'autant plus que les poteaux lumineux sont très hauts en bois. Je propose des poteaux lumineux plus bas pour un passage piéton à led avec une détection pour être en mode 10% la nuit en veille puis 100% au passage. Gain d'énergie et de pollution visuelle.Modalités de réalisation - Avis technique : La solution technique de la détection de forme humaine permet de répondre à tous les enjeux propres à l’éclairage public : protection du ciel étoilé, de la faune et de la flore par un éclairage presque « nul » si pas d’usage de l’espace, mais garantie d’une lumière sécuritaire et rassurante pour les usagers éventuels la nuit.Ce site pourrait bénéficier de cette solution innovante.  L’objectif de déploiement sur la ville de Toulouse est de 30% du parc en 2030, soit 20 000 appareils.",Énergie,20000,20 - Arènes Romaines / Ancely / Saint-Martin du Touch / Purpan,8,25,1092,20,Arènes Romaines / Ancely / Saint-Martin du Touch / Purpan,6.1,False,0
56,161,Ajout d'Arbres quartier des Arènes Romaines,"Plantation d'arbres supplémentaires à certains endroits du quartier des arènes romaines, comme par exemple, sur les espaces verts aux abords de la rue Carlos Gardel, aux abords de la route de Bayonne, ou encore sur le petit terrain engazonné situé au bord de la rue Jaufre Rudel, derrière le centre commercial Purpan (j'ai même pensé qu'à cet endroit, on pourrait créer un petit jardin public ou espace vert public arboré, comme ceux aux abords de la rue Carlos Gardel).Modalités de réalisation - Avis technique : Les fonciers proposés rue C.Gardel et J.Rudel sont des espaces privés, leur acquisition par la collectivité entraînerait le dépassement de l’enveloppe budgétaire de 200 000 € dédiée à chaque projet. Sur la route de Bayonne, les abords, au droit des espaces naturels qui pourraient convenir, sont déjà plantés. La plantation d’arbres est possible dans le quartier des Arènes Romaines mais en dehors du périmètre évoqué dans cette idée. Une concertation pourra être proposée aux habitants sur cette idée.",Nature en ville,70000,20 - Arènes Romaines / Ancely / Saint-Martin du Touch / Purpan,19,43,1016,20,Arènes Romaines / Ancely / Saint-Martin du Touch / Purpan,6.1,False,0
57,7,Faire des voies vélos et piétons dédiées et bien délimitées,"Pour favoriser la cohabitation piétons/cyclistes faire des voies dédiées vélo et piétons bien délimitées pour chacun. Y compris rue Alsace Lorraine où la cohabitation est vraiment compliquée et dangereuse. Et mettre en place les moyens pour que ce soit respectés avec rappel à l'ordre si besoin.Modalités de réalisation - Avis technique :Dédier des espaces aux cyclistes ou aux piétons, de manière distincte, fait écho à des demandes croissantes et les projets d’aménagement en cours tendent à les prendre en considération. Tel est le cas pour l’aménagement de la rue de Metz et le projet Rive Droite-Rive Gauche.La rue Alsace Lorraine présente deux profils distincts : une zone avec un espace de circulation pour les véhicules et un parvis central sans passage de véhicules motorisés.Les cyclistes utilisent aujourd'hui majoritairement la voie centrale dédiée à la circulation automobile.Une séparation piétons/cycles peut être expérimentée, pendant 6 mois, par un marquage jaune avec logos vélos et chevrons en axe de chaussée et contre-sens matérialisé (similaire au principe de la vélorue) La répétition des logos tous les 20m permettra une visualisation claire par les piétons.Si cette expérimentation permet de constater une amélioration en terme de conflit d'usages piétons/cycles, un aménagement pérenne pourra être envisagé.",Éco-mobilité,150000,1 - Capitole / Arnaud Bernard / Carmes,467,59,1333,1,Capitole / Arnaud Bernard / Carmes,1.1,True,1
58,116,Création d’abris pour la faune,"La création d’abris à chauve souris, oiseaux et insecte. Recréer une chaîne alimentaire urbaine qui aura pour avantage entre autres de diminuer la présence de moustiques.Modalités de réalisation - Avis technique :Ce projet est réalisable , si l'idée est votée, pose de douze nichoirs à oiseaux sur le site des argoulets et au jardin du bout du monde à Amouroux et d'un hôtel à insectes aux argoulets. Concernant les nichoirs à chauves souris l'analyse technique de la direction compétente relève que leur installation n'apporte pas de solution à la problématique des moustiques tigres qui ont une activité diurne alors que les chauves souris ont une activité nocturne, il est donc proposé d'installer des pièges pondoirs en remplacement.",Nature en ville,4000,10 - Jolimont / Soupetard / Roseraie / Gloire / Gramont / Amouroux,38,30,737,10,Jolimont / Soupetard / Roseraie / Gloire / Gramont / Amouroux,4.2,True,1
59,125,Planter des arbres entre la rocade et la voie verte de l'Hers,"La voie verte de l'Hers qui longe la rocade pourrait être bien plus agréable pour se promener, faire du sport s'il y avait davantage d'arbres entre la rocade et celle-ci. En ajoutant des arbres dont certains à feuilles persistantes, cette zone verte serait mieux isolée du trafic de la rocade.Modalités de réalisation - Avis technique :La plantation d’arbres en alignement le long de la voie verte, depuis l’Avenue Jean Chaubet jusqu’à l’Avenue de Castres est réalisable.Le nombre d'arbres susceptible d'être planté dépendra de la présence de réseaux sur cette emprise géographique de Toulouse (réseau d’éclairage public et réseau stratégique d’eau usées et pluviales). Compte tenu des marchés publics actuellement en cours il est possible, dans le budget imparti, de planter une centaine d'arbres.",Nature en ville,199500,11 - Bonhoure / Guilheméry / Château de l'Hers / Limayrac / Côte Pavée,94,61,798,11,Bonhoure / Guilheméry / Château de l'Hers / Limayrac / Côte Pavée,4.3,True,1
60,103,Végétalisation/ réaménagement  du square Bartoli,"Le square Bartoli (situé à côté du chemin Lpaujade)fait partie de l'OAP Lapujade et devait être un endroit végétalisé. Entouré de logements sociaux, le seul espace ""vert"" de ce secteur est ce square. Or celui-ci, exclusivement minéral à l'exposition sud, est absolument impraticable par les habitants et constitue l'été une vraie source de chaleur supplémentaire pour les logments qui l'entourent. En effet, ce square est encerclé par une route inutile (les services et les habitant disposent d'un parking à proximité immédiate pour faire demi tour), le square en lui -même est revêtu d'un bitume, un banc est situé au centre, et seuls deux arbres très jeunes constituent le seul apport végétal du site. Afin d'apporter un ilot de fraicheur dans ce secteur particulièrement urbanisé, et que cet espace public puisse enfin être utilisé par les habitants, il est indispensable de supprimer la route qui l'encercle, de supprimer le revêtement du square, et de planter à foison des végétaux persistants et caducs afin de lutter contre la chaleur l'été et contre la pollution l'été et l'hiver. Une fontaine pourrait également être implantée afin de rafraichir cet espace. Grace à l'ombre créée par les nouveaux végétaux, des bancs supplémentaires seraient bienvenus ainsi que des jeux pour enfants. Cette parcelle contenait une grande bio diversité avant d'être urbanisée massivement, des végétaux sont donc essentiels pour offrir à nouveau un refuge pour la biodiversité dans ce secteur. Sans compter, un espace public de qualité que les habitants pourront enfin utiliser.Modalités de réalisation - Avis technique : Sous réserve de l’existence de réseaux contraignant le projet, il est parfaitement envisageable d’améliorer la végétalisation de cet espace.La voie circulaire en enrobé doit être conservée dans la mesure où elle assure le retournement des camions de la collecte des ordures ménagères. En conséquence, le mobilier de type potelets doit être également conservé pour assurer le respect de la pelouse et des plantations (en empêchant le stationnement sauvage)La réalisation d’une aire de jeux est possible, toutefois, la surface moyenne d’une aire étant d’une petite centaine de mètre carré, elle occuperait environ 1/3 de l’espace disponible. Dans cette configuration, une aire de jeux peut être l’occasion de regroupements nocturnes et engendrer de trop fortes nuisances sonores pour les riverains ; nous déconseillons l’aire de jeux sur cet espace entouré d’habitations. en conséquence, si cette idée est retenue par le vote, l'espace central sera végétalisé (sans suppression de la voirie attenante et sans aire de jeux).",Nature en ville,115000,4 - Lapujade / Bonnefoy / Périole / Marengo / La Colonne,7,48,2633,4,Lapujade / Bonnefoy / Périole / Marengo / La Colonne,4.1,False,0
61,65,"Végétalisation rond point avenue de Lombez, boulevard Gabriel Koenings et environs","J'habite à l'avenue de Lombez. Chaque été avec les grosses chaleurs je remarque l'absence d'arbres et végétation dans ce rond point et sur les parties de l'av de Lombez et du boulevard Gabriel Koenings qui débouche sur ce rond point. Il y a un effet ilot de chaleur important et on remarque une différence de température énorme entre cette zone et les endroits près avec des arbres (voir place de la patte d'oie ou les arbres d'un côté de l'Av de Lombez). De plus, il y a de la place dans les zones bétonnées entre les trottoirs. Parallèlement, la récente réforme du boulevard Gabriel Koenings n'a pratiquement pas mis plus d'arbres et en été on a la même sensation, vous pourriez enlever quelques places de stationnement et planter également plus d'arbres. Rien de plus innovant que des des arbres, en maintenant les vois cyclables. MerciModalités de réalisation - Avis technique :Végétalisation et désimperméabilisation de l'un des parkings sur la barrière de Lombez afin de limiter les îlots de chaleur en été et pour embellir cet axe très bétonné. Du mobilier urbain pourrait par ailleurs être implanté afin d'en faire un espace convivial. Une concertation sera organisée avec les riverains pour réfléchir d'une manière plus fine au projet et mener une réflexion collective concernant la diminution de la capacité en stationnement.",Nature en ville,200000,19 - Casselardit / Fontaine-Bayonne / Cartoucherie,37,82,1335,19,Casselardit / Fontaine-Bayonne / Cartoucherie,2.4,False,0
62,42,Compostage commun/jardin participatif - Croix de PIerre,"Proposer un compostage commun pour le quartier croix de pierre, et/ou un jardin participatif (sur l'île du ramier ou tout autre lieu capable d'acceuillir un tel projet) en lien avec l'utilisation du compost. (ou compostage seul)Modalités de réalisation - Avis technique :Implantation d'un composteur collectif sur le quartier Croix-de-Pierre route d'Espagne, sous réserve de l'implication de 30 foyers au minimum pour que cela fonctionne. La localisation pourra être définie en concertation avec les riverains.",Déchets et Recyclage,7000,15 - Croix de Pierre / Route d'Espagne,30,55,510,15,Croix de Pierre / Route d'Espagne,2.2,False,0
63,79,"Rue Negreneys : Un transport pour tous :  piste cyclable continue, sécurité pour les piétons et réduction de la vitesse ","La rue Negreneys relie Borderouge au canal. Depuis peu la section côté Minimes a été réhabilitée avec succès depuis peu,
Mais du 123 au 170 Rue negreneys, cette portion est à l'abandon des voitures ! Et dangereuses pour les autres usagers : micro trottoir, pas de pistes cyclables et surtout une double voie de voiture
Une intense circulation et à grande vitesse : La section entre le rond point Louis Bréfeuil et le BVD Pierre et Marie Curie est un point de transit énorme où converge : Rue E. Renan depuis les Izards / Av Bourgès ( depuis Borderouge). Rue Michl Ange ( Croix Daurade), R Pierre Cazeneuve et chemin Cordeau ( depuis le Canal + Av Pierre et Marie Curie).
Actuellement la double voie, l'afflux et la vitesse est telle qu'il est très dangereux de traverser cette portion : Proposition : des ralentisseurs + passage piétons matérialisés.
Les 2 trottoirs sont complètement discontinus et minuscules : impossible de passer une poussette, ni de croiser 2 piétons sans passer sur la chaussée: Créer une zone de passage continu ;
Vélo : Borderouge et le sud de Negreneys sont aménagés avec des pistes cyclables, reliant le centre-ville en transport doux. Multipliant les usagers du quotidien que je suis, et les ponctuels avec les stations vélo-toulouse poste 252 & 151) : pas de piste cyclable ! Obligation de circulation sur la double voix ou sur le trottoir déjà trop étroit pour les piétons dans le bon et à contre-sens : Proposition : création d'une piste cyclable pour effectuer la jonction des quartier, et sécurisé.
Croisement rue cordeau et Negereney s( 135) : Zone végétale et arborée : peu utilisée en raison du dépôt verre +boite le Relais, les deux débordants régulièrement. Proposition : décaler ces dépôts sur la zone bitumée pour une réappropriation de cet espace.
Modalités de réalisation - Avis technique :Faisabilité en plusieurs phases :Phase 1 : bande cyclable tactique dans le sens de la circulation du n°170 au n°123 : réalisée en mars 2022Phase 2 : double sens cyclable tactique à programmer en automne 2023Phase 3 : couloir bus et piste cyclables à horizon fin 2028",Éco-mobilité,150000,8 - Minimes / Barrière de Paris / Ponts-Jumeaux / La Vache / Raisins / Fondeyre,47,120,2098,8,Minimes / Barrière de Paris / Ponts-Jumeaux / La Vache / Raisins / Fondeyre,3.1,False,0
64,24,Arceau pour vélo,"L'usage du vélo est en nette progression; le nombre d'arceaux pour garer son vélo particulier est très insuffisant dans l'ensemble du centre ville et à proximité des marchés. Le dimanche matin, à l'occasion du marché St Aubin, c'est vraiment galère pour trouver un endroit où attacher son vélo ! Les barrières de trottoirs de toutes les rues environnantes ne suffisent pas; il faut se débrouiller avec les grilles des fenêtres des souplex, un poteau, un grillage, un tuteur d'arbre...Modalités de réalisation - Avis technique :Le sujet du stationnement des vélos sur la place Michelet est une problématique récurrente. Toutefois, au vu de l’usage du lieu et notamment en raison du marché, aucun emplacement supplémentaire n’est envisageable.Des implantions sont possibles sur les rues adjacentes mais cela ne répondra pas au besoin spécifique de cette place. Des emplacements dans le parking souterrain peuvent également être envisagés.Dans le cas d’un emplacement sur une place de stationnement uniquement délimitée en marquage, des travaux de voiries sont préalablement nécessaires.Pour compléter l’offre sur place Saint Aubin, il est proposé d'installer 19 racks supplémentaires à 4 endroits distincts, sur les rues adjacentes.",Éco-mobilité,35000,3 - Les Chalets / Bayard / Belfort / Saint Aubin / Dupuy,19,16,1230,3,Les Chalets / Bayard / Belfort / Saint Aubin / Dupuy,1.3,False,0
65,155,Lutter contre la pollution des mégots,"En 2017, l’association Surfrider identifiait les mégots comme les principaux déchets plastiques retrouvés dans l’environnement, qu’il s’agisse des plages, des fonds marins, des rivières ou des lacs. Les mégots sont des déchets plastiques non biodégradables, le plus souvent en acétate de cellulose. Ils sont en revanche photodégradables ; la matière première finit donc par se diluer dans les eaux ou dans les sols. Selon l’INEPS (Institut National d’Éducation et de Prévention pour la Santé), on retrouve de l’acide cyanhydrique, du naphtalène, de la nicotine, de l’ammoniac, du cadmium, de l’arsenic, du mercure et même du plomb parmi les nombreuses substances toxiques. A savoir que la nicotine est utilisée comme insecticide depuis le XVème siècle ! Aujourd’hui encore, on l’emploie en tant que pesticide aux Etats-Unis, au Canada et en Europe de manière très encadrée à cause de sa toxicité sur la biodiversité aquatique (en effet, la molécule est très soluble dans l’eau). Selon une étude, menée par l’université d’État de San Diego en 2011 sur des poissons marins et d’eau douce, un seul mégot suffit à décimer la moitié de cette population de poisson. Les micro-organismes aquatiques sont également touchés : certains sont incapables de se reproduire et d’autres sont complètement paralysés après une exposition prolongée. De plus, les animaux marins peuvent ingérer les mégots, ce qui peut entraîner leur mort ou leur sous-nutrition en provoquant un faux sentiment de satiété (puisque les animaux ne régurgitent pas forcément cet élément). Ces essais écotoxicologiques conduisent à attribuer aux mégots « la propriété de danger HP 14 écotoxique », c’est-à-dire des déchets qui présentent ou peuvent présenter des risques immédiats ou différés pour une ou plusieurs composantes de l’environnement. A Toulouse, les mégots sont nombreux à être jetés par terre chaque année (pour donner une idée, dans la métropole bordelaise ils sont évalués à 200 millions). Or les eaux usées sont acheminées vers les stations d’épuration de la métropole tandis que les eaux pluviales elles sont dirigées vers le milieu naturel tel que la Garonne. Ce qui fait que les mégots y finissent directement, libérant au bout d’1 heure leurs composants chimiques dans l’eau qui l’entraine et la polluant ainsi avec 2500 substances nocives. Pour lutter contre ce problème nous pourrions : 1/ éduquer et sensibiliser le grand public notamment en mettant en place une campagne de communication permanente qui vise à informer les habitants du devenir des eaux pluviales et à l’impact sur le milieu naturel des déchets jetés dans les réseaux d’assainissement à l’image de ce qui a été fait à Bordeaux 2/ équiper les bouches d’égout de collecteurs de déchets : le principe consisterait à installer un système de bac grillagé amovible qui permettrait la retenue puis la collecte des déchets piégés par ce filtre évitant ainsi leur chute dans l’égout et leur entrainement jusqu’à la Garonne 3/ contractualiser un partenariat, développer une solution complète et innovante de sensibilisation, de collecte et de recyclage des mégots. Cela pourrait être sous forme d’une expérimentation dans des zones ciblées dans un premier temps (grosses zones fumeurs telles qu’aéroport, gares, cinémas, établissements scolaires types lycées écoles et facultés, regroupements de bars …) qui pourrait être généralisée ensuite si l’expérimentation est concluante. Nous pourrions commencer par traiter l'axe entre la Place Lafourcade et la Gare Saint Agne en passant par le Metro Saint Michel.Modalités de réalisation - Avis technique :Pour la lutte contre la pollution aux jets de mégots des eaux fluviales, l'opération suivante peut être réalisée : L'installation de filets filtrants sur les exutoires pluviaux de la Garonne, permettant de récupérer les détritus polluants en amont. En outre, la demande formulée s'inscrit dans la démarche globale de lutte contre les jets de mégots dans le cadre de la politique de propreté urbaine de Toulouse Métropole. Les actions de lutte contre les jets de mégots seront renforcés entre 2023 et 2026 avec la mise en place de la Responsabilité Elargie des Producteurs de tabac.",Déchets et Recyclage,30000,5 - Saint-Michel / Saint-Agne / Empalot / Le Busca / Ile du Ramier / Monplaisir,63,37,4171,5,Saint-Michel / Saint-Agne / Empalot / Le Busca / Ile du Ramier / Monplaisir,5.3,True,1
66,203,Installer des racks à vélos devant tous les commerces et les zones vertes,"Aujourd'hui non seulement il est difficile de circuler en vélos dans les quartiers de Toulouse (routes en mauvais état, voies dangereuses) mais en plus il est encore souvent difficile d'attacher son vélo devant un commerce (par exemple route d'Agde ou avenue Jean Chaubet) ou devant un espace vert (Argoulets, micro-forêt des Géants au dessus du COSEC de Rangueil). Plus il y aura d'offres de racks, plus il y aura de vélos et donc moins de voitures.Modalités de réalisation - Avis technique :Cette idée est réalisable, il est possible d'ajouter des racks sur des emplacements à définir dans le quartier.",Éco-mobilité,6000,11 - Bonhoure / Guilheméry / Château de l'Hers / Limayrac / Côte Pavée,75,73,604,11,Bonhoure / Guilheméry / Château de l'Hers / Limayrac / Côte Pavée,4.3,True,1
67,81,Aménager le Parc des Sept-Deniers avec un parcours sportif écologique,"Je propose d'aménager le Parc des Sept Deniers en y installant un parcours sportif écologique (en plastique recyclé).Modalités de réalisation - Avis technique :La Collectivité ne dispose pas encore de ce type d’équipement dans ces marchés publics. Par contre, il est possible d'installer très rapidement des équipements en bois qui pourraient s’intégrer parfaitement dans l’environnement car ils sont posés directement sur les espaces verts. Il faut compter environ 2 500 € par agrès.",Nature en ville,25000,7 - Sept Deniers / Ginestous-Sesquières / Lalande,25,69,484,7,Sept Deniers / Ginestous-Sesquières / Lalande,3.2,False,0
68,73,Vélo-rue aux Minimes,"Idée : une vélo-rue avec ralentisseurs dans la rue Lambic. Cette rue est etroite pour laisser passer à la fois les voitures et les vélos à double sens. D'une part, cette rue est particulièrement empruntee par les cyclistes. D'autre part, les voitures roulent très vite dans cette rue. Elle serait dans la continuité de la vélo-rue pour se rendre à la piscine (Impasse Barthe) et d' eviter le rond point barrière de Paris. EmmanuelleModalités de réalisation - Avis technique :Idée cohérente avec les aménagements existants de l’avenue des Minimes et les aménagements à venir sur l'avenue Frédéric Estèbe.",Éco-mobilité,30000,8 - Minimes / Barrière de Paris / Ponts-Jumeaux / La Vache / Raisins / Fondeyre,40,20,603,8,Minimes / Barrière de Paris / Ponts-Jumeaux / La Vache / Raisins / Fondeyre,3.1,False,0
69,136,Piste cyclable avenue Saint-Exupéry,"Lorsque l'on habite vers la place de l'ormeau, prendre le vélo pour aller en ville est dangereux. Ne serait il pas possible d'envisager d'y créer une véritable piste cyclable. Le besoin existe car il y a le collège Anatole France en bas de l'avenue. Une piste sécurisée permettrait aux collégiens de prendre le vélo. L'avenue étant étroite, ne pourrait il pas être envisagé un sens unique avenue Saint exupery et avenue Jean rieux.Modalités de réalisation - Avis technique :Amélioration des aménagements cyclables sur l'Avenue Saint-Exupéry. Ces aménagements transitoires seront, à terme, remplacés par le Réseau Vélo d'Agglomération.",Éco-mobilité,200000,12 - Pont des Demoiselles / Ormeau / Montaudran / La Terrasse / Malepère,492,35,634,12,Pont des Demoiselles / Ormeau / Montaudran / La Terrasse / Malepère,5.1,True,1
70,108,Installation de composteurs dans les écoles de la ville,"Installer des composteurs dans les écoles de la ville pour sensibiliser les enfants aux bonnes pratiques écologiques, réduire considérablement la part des déchets traités par les services d'ordures ménagères (1/3 de nos déchets sont compostables), fournir un engrais pour les espaces végétalisés des écoles, et enfin pour respecter la loi de transition énergétique et pour la croissance verte de 2015 qui prévoit la généralisation du tri à la source des biodéchets d’ici 2025.Modalités de réalisation - Avis technique :Il est possible d'équiper les écoles publiques du quartier de composteurs. L'installation de ces dispositifs est néanmoins soumis à l'engagement de l'équipe pédagogique à faire vivre le composteur.",Déchets et Recyclage,35000,4 - Lapujade / Bonnefoy / Périole / Marengo / La Colonne,47,55,716,4,Lapujade / Bonnefoy / Périole / Marengo / La Colonne,4.1,True,1
71,158,Plus de bancs dans les rues,"Je propose que des bancs soient ajoutés dans tous les quartiers, avec une densité suffisante pour pouvoir permettre à toutes les personnes fatigables de continuer à sortir et à marcher en ayant l'assurance de pouvoir se reposer régulièrement. Ceci contribuerait à la préservation de l'autonomie des personnes âgées. À titre d'exemple, je vois souvent un couple de personnes âgées à pied dans mon quartier, faisant des pauses inconfortables sur les murets des jardins, ou autres appuis de fenêtre.... De même ma grand-mère a arrêté d'aller à la poste à pied car elle était obligée de faire l'aller-retour d'une seule traite, alors qu'avec une pause, cela lui était tout à fait possible. Elle est donc devenue dépendante de nous pour y aller...Modalités de réalisation - Avis technique :Un recensement et un diagnostic du mobilier urbain dans le quartier seront réalisés afin d’identifier précisément les interventions à mener. Une vingtaine de chaises pourraient être installées, notamment devant les équipements publics, les arrêts de bus les plus fréquentés qui n’en seraient pas équipés, sur la coulée verte.",Cadre de vie,10000,20 - Arènes Romaines / Ancely / Saint-Martin du Touch / Purpan,13,27,1110,20,Arènes Romaines / Ancely / Saint-Martin du Touch / Purpan,6.1,False,0
72,182,"Aménagement de cours ""OASIS"" à l'école élémentaire Victor Hugo","Les cours de l'école élémentaire Victor Hugo dans le quartier de Bellefontaine auraient besoin d'être rénovées. L'aménagement des cours en espaces plus rafraichis, plus agréables à vivre et mieux partagés par tous améliorerait le bien être des enfants du quartier. Il serait souhaitable de proposer des espaces plus naturels, davantage de végétation, une meilleure gestion des eaux de pluie et des points d'eau, des aménagements plus ludiques et adaptés aux besoins des enfants, des coins calmes et une meilleure répartition de l'espace. Ces cours pourraient devenir des ""espaces de fraicheur"" utilisés également par les centres de loisirs notamment en juillet et Août. Ces cours ""Oasis"" prendraient tout leur sens pendant les périodes chaudes qui s'allongent au fil des années.Modalités de réalisation - Avis technique :Une cour oasis prévoit des aménagements différents de ceux habituellement entrepris dans les cours d’école, avec du mobilier et des jeux en bois, des plantations de végétaux de vivaces, d’arbres et d’arbustes, des espaces de pleine terre recouverts de copeau de bois.Les cours des écoles Victor Hugo, comme une cinquantaine de cours sur les 210 cours d’écoles de la ville, sont potentiellement identifiables au titre des futures cours oasis. La réussite de ce projet repose également sur la mobilisation des professionnels du site.",Nature en ville,200000,17 - Mirail-Université / Reynerie / Bellefontaine,33,62,1352,17,Mirail-Université / Reynerie / Bellefontaine,6.3,True,1
73,185,Un city stade pour les enfants de moins de 11ans,"Cette idée a été transmise via un formulaire papier par Nejma. Pour le quartier Reynerie - Rue Jean Gilles. Les grands du quartier utilisent le city-stade actuel, les petits n'ont pas la possibilité d'utiliser l'existant car beaucoup d'ados occupent le city-stade. Un deuxième city-stade ne serait pas de trop. + installer un filet de protection -> importance +++Modalités de réalisation - Avis technique : Un filet pare-ballon va être installé entre le City-stade et l’aire de jeux. Ce type de demande pour les 4-11 ans est récurrente, il est difficile pour eux de se faire une place sur les city stade lorsqu’ils sont occupés par les plus grands. Une solution de mini-city (buts brésiliens) ou un autre équipement sportif pourrait être installé en réponse à cette idée.",Cadre de vie,65000,17 - Mirail-Université / Reynerie / Bellefontaine,6,48,771,17,Mirail-Université / Reynerie / Bellefontaine,6.3,False,0
