project_id;project_name;description;category;cost;district;votes
65;Végétalisation rond point avenue de Lombez, boulevard Gabriel Koenings et environs;J'habite à l'avenue de Lombez. Chaque été avec les grosses chaleurs je remarque l'absence d'arbres et végétation dans ce rond point et sur les parties de l'av de Lombez et du boulevard Gabriel Koenings qui débouche sur ce rond point. Il y a un effet ilot de chaleur important et on remarque une différence de température énorme entre cette zone et les endroits près avec des arbres (voir place de la patte d'oie ou les arbres d'un côté de l'Av de Lombez). De plus, il y a de la place dans les zones bétonnées entre les trottoirs. Parallèlement, la récente réforme du boulevard Gabriel Koenings n'a pratiquement pas mis plus d'arbres et en été on a la même sensation, vous pourriez enlever quelques places de stationnement et planter également plus d'arbres. Rien de plus innovant que des des arbres, en maintenant les vois cyclables. MerciModalités de réalisation - Avis technique :Végétalisation et désimperméabilisation de l'un des parkings sur la barrière de Lombez afin de limiter les îlots de chaleur en été et pour embellir cet axe très bétonné. Du mobilier urbain pourrait par ailleurs être implanté afin d'en faire un espace convivial. Une concertation sera organisée avec les riverains pour réfléchir d'une manière plus fine au projet et mener une réflexion collective concernant la diminution de la capacité en stationnement.;Nature en ville;200000.0;19 - Casselardit / Fontaine-Bayonne / Cartoucherie;37
42;Compostage commun/jardin participatif - Croix de PIerre;Proposer un compostage commun pour le quartier croix de pierre, et/ou un jardin participatif (sur l'île du ramier ou tout autre lieu capable d'acceuillir un tel projet) en lien avec l'utilisation du compost. (ou compostage seul)Modalités de réalisation - Avis technique :Implantation d'un composteur collectif sur le quartier Croix-de-Pierre route d'Espagne, sous réserve de l'implication de 30 foyers au minimum pour que cela fonctionne. La localisation pourra être définie en concertation avec les riverains.;Déchets et Recyclage;7000.0;15 - Croix de Pierre / Route d'Espagne;30
79;Rue Negreneys : Un transport pour tous :  piste cyclable continue, sécurité pour les piétons et réduction de la vitesse ;"La rue Negreneys relie Borderouge au canal. Depuis peu la section côté Minimes a été réhabilitée avec succès depuis peu,
Mais du 123 au 170 Rue negreneys, cette portion est à l'abandon des voitures ! Et dangereuses pour les autres usagers : micro trottoir, pas de pistes cyclables et surtout une double voie de voiture
Une intense circulation et à grande vitesse : La section entre le rond point Louis Bréfeuil et le BVD Pierre et Marie Curie est un point de transit énorme où converge : Rue E. Renan depuis les Izards / Av Bourgès ( depuis Borderouge). Rue Michl Ange ( Croix Daurade), R Pierre Cazeneuve et chemin Cordeau ( depuis le Canal + Av Pierre et Marie Curie).
Actuellement la double voie, l'afflux et la vitesse est telle qu'il est très dangereux de traverser cette portion : Proposition : des ralentisseurs + passage piétons matérialisés.
Les 2 trottoirs sont complètement discontinus et minuscules : impossible de passer une poussette, ni de croiser 2 piétons sans passer sur la chaussée: Créer une zone de passage continu ;
Vélo : Borderouge et le sud de Negreneys sont aménagés avec des pistes cyclables, reliant le centre-ville en transport doux. Multipliant les usagers du quotidien que je suis, et les ponctuels avec les stations vélo-toulouse poste 252 & 151) : pas de piste cyclable ! Obligation de circulation sur la double voix ou sur le trottoir déjà trop étroit pour les piétons dans le bon et à contre-sens : Proposition : création d'une piste cyclable pour effectuer la jonction des quartier, et sécurisé.
Croisement rue cordeau et Negereney s( 135) : Zone végétale et arborée : peu utilisée en raison du dépôt verre +boite le Relais, les deux débordants régulièrement. Proposition : décaler ces dépôts sur la zone bitumée pour une réappropriation de cet espace.
Modalités de réalisation - Avis technique :Faisabilité en plusieurs phases :Phase 1 : bande cyclable tactique dans le sens de la circulation du n°170 au n°123 : réalisée en mars 2022Phase 2 : double sens cyclable tactique à programmer en automne 2023Phase 3 : couloir bus et piste cyclables à horizon fin 2028";Éco-mobilité;150000.0;8 - Minimes / Barrière de Paris / Ponts-Jumeaux / La Vache / Raisins / Fondeyre;47
24;Arceau pour vélo;"L'usage du vélo est en nette progression; le nombre d'arceaux pour garer son vélo particulier est très insuffisant dans l'ensemble du centre ville et à proximité des marchés. Le dimanche matin, à l'occasion du marché St Aubin, c'est vraiment galère pour trouver un endroit où attacher son vélo ! Les barrières de trottoirs de toutes les rues environnantes ne suffisent pas; il faut se débrouiller avec les grilles des fenêtres des souplex, un poteau, un grillage, un tuteur d'arbre...Modalités de réalisation - Avis technique :Le sujet du stationnement des vélos sur la place Michelet est une problématique récurrente. Toutefois, au vu de l’usage du lieu et notamment en raison du marché, aucun emplacement supplémentaire n’est envisageable.Des implantions sont possibles sur les rues adjacentes mais cela ne répondra pas au besoin spécifique de cette place. Des emplacements dans le parking souterrain peuvent également être envisagés.Dans le cas d’un emplacement sur une place de stationnement uniquement délimitée en marquage, des travaux de voiries sont préalablement nécessaires.Pour compléter l’offre sur place Saint Aubin, il est proposé d'installer 19 racks supplémentaires à 4 endroits distincts, sur les rues adjacentes.";Éco-mobilité;35000.0;3 - Les Chalets / Bayard / Belfort / Saint Aubin / Dupuy;19
155;Lutter contre la pollution des mégots;"En 2017, l’association Surfrider identifiait les mégots comme les principaux déchets plastiques retrouvés dans l’environnement, qu’il s’agisse des plages, des fonds marins, des rivières ou des lacs. Les mégots sont des déchets plastiques non biodégradables, le plus souvent en acétate de cellulose. Ils sont en revanche photodégradables ; la matière première finit donc par se diluer dans les eaux ou dans les sols. Selon l’INEPS (Institut National d’Éducation et de Prévention pour la Santé), on retrouve de l’acide cyanhydrique, du naphtalène, de la nicotine, de l’ammoniac, du cadmium, de l’arsenic, du mercure et même du plomb parmi les nombreuses substances toxiques. A savoir que la nicotine est utilisée comme insecticide depuis le XVème siècle ! Aujourd’hui encore, on l’emploie en tant que pesticide aux Etats-Unis, au Canada et en Europe de manière très encadrée à cause de sa toxicité sur la biodiversité aquatique (en effet, la molécule est très soluble dans l’eau). Selon une étude, menée par l’université d’État de San Diego en 2011 sur des poissons marins et d’eau douce, un seul mégot suffit à décimer la moitié de cette population de poisson. Les micro-organismes aquatiques sont également touchés : certains sont incapables de se reproduire et d’autres sont complètement paralysés après une exposition prolongée. De plus, les animaux marins peuvent ingérer les mégots, ce qui peut entraîner leur mort ou leur sous-nutrition en provoquant un faux sentiment de satiété (puisque les animaux ne régurgitent pas forcément cet élément). Ces essais écotoxicologiques conduisent à attribuer aux mégots « la propriété de danger HP 14 écotoxique », c’est-à-dire des déchets qui présentent ou peuvent présenter des risques immédiats ou différés pour une ou plusieurs composantes de l’environnement. A Toulouse, les mégots sont nombreux à être jetés par terre chaque année (pour donner une idée, dans la métropole bordelaise ils sont évalués à 200 millions). Or les eaux usées sont acheminées vers les stations d’épuration de la métropole tandis que les eaux pluviales elles sont dirigées vers le milieu naturel tel que la Garonne. Ce qui fait que les mégots y finissent directement, libérant au bout d’1 heure leurs composants chimiques dans l’eau qui l’entraine et la polluant ainsi avec 2500 substances nocives. Pour lutter contre ce problème nous pourrions : 1/ éduquer et sensibiliser le grand public notamment en mettant en place une campagne de communication permanente qui vise à informer les habitants du devenir des eaux pluviales et à l’impact sur le milieu naturel des déchets jetés dans les réseaux d’assainissement à l’image de ce qui a été fait à Bordeaux 2/ équiper les bouches d’égout de collecteurs de déchets : le principe consisterait à installer un système de bac grillagé amovible qui permettrait la retenue puis la collecte des déchets piégés par ce filtre évitant ainsi leur chute dans l’égout et leur entrainement jusqu’à la Garonne 3/ contractualiser un partenariat, développer une solution complète et innovante de sensibilisation, de collecte et de recyclage des mégots. Cela pourrait être sous forme d’une expérimentation dans des zones ciblées dans un premier temps (grosses zones fumeurs telles qu’aéroport, gares, cinémas, établissements scolaires types lycées écoles et facultés, regroupements de bars …) qui pourrait être généralisée ensuite si l’expérimentation est concluante. Nous pourrions commencer par traiter l'axe entre la Place Lafourcade et la Gare Saint Agne en passant par le Metro Saint Michel.Modalités de réalisation - Avis technique :Pour la lutte contre la pollution aux jets de mégots des eaux fluviales, l'opération suivante peut être réalisée : L'installation de filets filtrants sur les exutoires pluviaux de la Garonne, permettant de récupérer les détritus polluants en amont. En outre, la demande formulée s'inscrit dans la démarche globale de lutte contre les jets de mégots dans le cadre de la politique de propreté urbaine de Toulouse Métropole. Les actions de lutte contre les jets de mégots seront renforcés entre 2023 et 2026 avec la mise en place de la Responsabilité Elargie des Producteurs de tabac.";Déchets et Recyclage;30000.0;5 - Saint-Michel / Saint-Agne / Empalot / Le Busca / Ile du Ramier / Monplaisir;63
203;Installer des racks à vélos devant tous les commerces et les zones vertes;Aujourd'hui non seulement il est difficile de circuler en vélos dans les quartiers de Toulouse (routes en mauvais état, voies dangereuses) mais en plus il est encore souvent difficile d'attacher son vélo devant un commerce (par exemple route d'Agde ou avenue Jean Chaubet) ou devant un espace vert (Argoulets, micro-forêt des Géants au dessus du COSEC de Rangueil). Plus il y aura d'offres de racks, plus il y aura de vélos et donc moins de voitures.Modalités de réalisation - Avis technique :Cette idée est réalisable, il est possible d'ajouter des racks sur des emplacements à définir dans le quartier.;Éco-mobilité;6000.0;11 - Bonhoure / Guilheméry / Château de l'Hers / Limayrac / Côte Pavée;75
81;Aménager le Parc des Sept-Deniers avec un parcours sportif écologique;Je propose d'aménager le Parc des Sept Deniers en y installant un parcours sportif écologique (en plastique recyclé).Modalités de réalisation - Avis technique :La Collectivité ne dispose pas encore de ce type d’équipement dans ces marchés publics. Par contre, il est possible d'installer très rapidement des équipements en bois qui pourraient s’intégrer parfaitement dans l’environnement car ils sont posés directement sur les espaces verts. Il faut compter environ 2 500 € par agrès.;Nature en ville;25000.0;7 - Sept Deniers / Ginestous-Sesquières / Lalande;25
73;Vélo-rue aux Minimes;Idée : une vélo-rue avec ralentisseurs dans la rue Lambic. Cette rue est etroite pour laisser passer à la fois les voitures et les vélos à double sens. D'une part, cette rue est particulièrement empruntee par les cyclistes. D'autre part, les voitures roulent très vite dans cette rue. Elle serait dans la continuité de la vélo-rue pour se rendre à la piscine (Impasse Barthe) et d' eviter le rond point barrière de Paris. EmmanuelleModalités de réalisation - Avis technique :Idée cohérente avec les aménagements existants de l’avenue des Minimes et les aménagements à venir sur l'avenue Frédéric Estèbe.;Éco-mobilité;30000.0;8 - Minimes / Barrière de Paris / Ponts-Jumeaux / La Vache / Raisins / Fondeyre;40
136;Piste cyclable avenue Saint-Exupéry;Lorsque l'on habite vers la place de l'ormeau, prendre le vélo pour aller en ville est dangereux. Ne serait il pas possible d'envisager d'y créer une véritable piste cyclable. Le besoin existe car il y a le collège Anatole France en bas de l'avenue. Une piste sécurisée permettrait aux collégiens de prendre le vélo. L'avenue étant étroite, ne pourrait il pas être envisagé un sens unique avenue Saint exupery et avenue Jean rieux.Modalités de réalisation - Avis technique :Amélioration des aménagements cyclables sur l'Avenue Saint-Exupéry. Ces aménagements transitoires seront, à terme, remplacés par le Réseau Vélo d'Agglomération.;Éco-mobilité;200000.0;12 - Pont des Demoiselles / Ormeau / Montaudran / La Terrasse / Malepère;492
108;Installation de composteurs dans les écoles de la ville;Installer des composteurs dans les écoles de la ville pour sensibiliser les enfants aux bonnes pratiques écologiques, réduire considérablement la part des déchets traités par les services d'ordures ménagères (1/3 de nos déchets sont compostables), fournir un engrais pour les espaces végétalisés des écoles, et enfin pour respecter la loi de transition énergétique et pour la croissance verte de 2015 qui prévoit la généralisation du tri à la source des biodéchets d’ici 2025.Modalités de réalisation - Avis technique :Il est possible d'équiper les écoles publiques du quartier de composteurs. L'installation de ces dispositifs est néanmoins soumis à l'engagement de l'équipe pédagogique à faire vivre le composteur.;Déchets et Recyclage;35000.0;4 - Lapujade / Bonnefoy / Périole / Marengo / La Colonne;47
158;Plus de bancs dans les rues;Je propose que des bancs soient ajoutés dans tous les quartiers, avec une densité suffisante pour pouvoir permettre à toutes les personnes fatigables de continuer à sortir et à marcher en ayant l'assurance de pouvoir se reposer régulièrement. Ceci contribuerait à la préservation de l'autonomie des personnes âgées. À titre d'exemple, je vois souvent un couple de personnes âgées à pied dans mon quartier, faisant des pauses inconfortables sur les murets des jardins, ou autres appuis de fenêtre.... De même ma grand-mère a arrêté d'aller à la poste à pied car elle était obligée de faire l'aller-retour d'une seule traite, alors qu'avec une pause, cela lui était tout à fait possible. Elle est donc devenue dépendante de nous pour y aller...Modalités de réalisation - Avis technique :Un recensement et un diagnostic du mobilier urbain dans le quartier seront réalisés afin d’identifier précisément les interventions à mener. Une vingtaine de chaises pourraient être installées, notamment devant les équipements publics, les arrêts de bus les plus fréquentés qui n’en seraient pas équipés, sur la coulée verte.;Cadre de vie;10000.0;20 - Arènes Romaines / Ancely / Saint-Martin du Touch / Purpan;13
182;"Aménagement de cours ""OASIS"" à l'école élémentaire Victor Hugo";"Les cours de l'école élémentaire Victor Hugo dans le quartier de Bellefontaine auraient besoin d'être rénovées. L'aménagement des cours en espaces plus rafraichis, plus agréables à vivre et mieux partagés par tous améliorerait le bien être des enfants du quartier. Il serait souhaitable de proposer des espaces plus naturels, davantage de végétation, une meilleure gestion des eaux de pluie et des points d'eau, des aménagements plus ludiques et adaptés aux besoins des enfants, des coins calmes et une meilleure répartition de l'espace. Ces cours pourraient devenir des ""espaces de fraicheur"" utilisés également par les centres de loisirs notamment en juillet et Août. Ces cours ""Oasis"" prendraient tout leur sens pendant les périodes chaudes qui s'allongent au fil des années.Modalités de réalisation - Avis technique :Une cour oasis prévoit des aménagements différents de ceux habituellement entrepris dans les cours d’école, avec du mobilier et des jeux en bois, des plantations de végétaux de vivaces, d’arbres et d’arbustes, des espaces de pleine terre recouverts de copeau de bois.Les cours des écoles Victor Hugo, comme une cinquantaine de cours sur les 210 cours d’écoles de la ville, sont potentiellement identifiables au titre des futures cours oasis. La réussite de ce projet repose également sur la mobilisation des professionnels du site.";Nature en ville;200000.0;17 - Mirail-Université / Reynerie / Bellefontaine;33
185;Un city stade pour les enfants de moins de 11ans;Cette idée a été transmise via un formulaire papier par Nejma. Pour le quartier Reynerie - Rue Jean Gilles. Les grands du quartier utilisent le city-stade actuel, les petits n'ont pas la possibilité d'utiliser l'existant car beaucoup d'ados occupent le city-stade. Un deuxième city-stade ne serait pas de trop. + installer un filet de protection -> importance +++Modalités de réalisation - Avis technique : Un filet pare-ballon va être installé entre le City-stade et l’aire de jeux. Ce type de demande pour les 4-11 ans est récurrente, il est difficile pour eux de se faire une place sur les city stade lorsqu’ils sont occupés par les plus grands. Une solution de mini-city (buts brésiliens) ou un autre équipement sportif pourrait être installé en réponse à cette idée.;Cadre de vie;65000.0;17 - Mirail-Université / Reynerie / Bellefontaine;6
86;Zone verte des Ponts-Jumeaux : équipements sportifs;La zone verte des Ponts-Jumeaux, entre la rue des Sports et la rocade, est un espace intéressant, très grand, un peu sauvage, mal aménagé. La Mairie pourrait remettre à niveau les jeux d’enfants, mettre un espace pique-nique mais également aménager peut-être réaménager les grands terrains de football aujourd’hui en sable en terrains synthétiques, éventuellement le réduire de taille pour en faire deux, un de foot et un de rugbyModalités de réalisation - Avis technique :L'aménagement du terrain en sable en 2 terrains synthétiques est possible mais cela dépasserait le budget alloué. Afin de rester dans un budget de moins de 200 000 euros par idée, il est proposé la mise en place d'un seul terrain en synthétique (sur les 2 proposés, soit foot, soit rugby) à définir ultérieurement.;Cadre de vie;150000.0;7 - Sept Deniers / Ginestous-Sesquières / Lalande;59
93;Réduire la pollution sonore;La pollution sonore induite par la densification du quartier devient très problématique et un obstacle au bien-vivré ensemble. Les 2-roues en sont la principale source (vitesse excessive, moteurs et échappements trafiqués). Serait-il possible de mener une campagne de sensibilisation et installer des radars sonores (Chemin des izards, route de Launaguet…) ?Modalités de réalisation - Avis technique :Il n’existe actuellement pas de radar-sanction vis-à-vis du bruit des véhicules. Nous pouvons néanmoins installer un radar pédagogique, qui à l’aide d’un panneau lumineux, indiquerait aux conducteurs, si le niveau de bruit de leur véhicule motorisé est conforme ou non. Le budget est de 30 000 euros en investissement, plus 5 000 euros par an de fonctionnement.;Cadre de vie;35000.0;9 - Trois Cocus / Borderouge / Croix-Daurade / Paléficat / Grand Selve;33
56;Un verger pour les enfants du bitume (plantation d’arbres fruitiers dans le quartier );"ALIMECO est une association à but non lucratif créée en 2020 suite à la crise sanitaire pour répondre à l'urgence alimentaire des familles. Elle concerne tous les habitants des quartiers de BAFAPATABOR (Bagatelle, Faourette, Papus, Tabar et Bordelongue). ALIMECO est constituée de 40 bénévoles, d'une salariée à temps partiel et a pour ambition de développer l'autonomie alimentaire sur ces quartiers. Dans l’esprit du plan municipal « 100 000 arbres à Toulouse d’ici 2030 », nous proposons l'idée d'un projet pérenne et constructeur: implanter à BaFaPaTaBor 300 arbres fruitiers, dont chacun porterait symboliquement le prénom d’un enfant ou d’un jeune , dans ces quartiers où 10 000 résidents ont entre en 0 et 17 ans. Les objectifs sont multiples: : 1) Maintenir et enrichir la biodiversité dans un quartier très urbanisé : les espèces arboricoles implantées seront totalement adaptées au biotope toulousain; 2) Impliquer les habitants à prendre soin du vivant, de manière vertueuse sur le plan écologique, en cohérence avec la « Charte de l’Arbre à Toulouse"" 3) Promouvoir l’accès à une alimentation de qualité, provenant de source saine et et de saison (vocation principale d’ALIMECO) : récolte, transformation, conservation, via la Maison de Quartier de Bagatelle par exemple; 4) Créer un parrainage durable « Un arbre, un jeune, un prénom » en recréant le lien entre le vivant et ces quartiers que précarité économique et sociale tiennent souvent éloignés de ces thématiques pourtant essentielles.Modalités de réalisation - Avis technique :Plantation d'une centaine d’arbres fruitiers répartis sur deux espaces verts afin de créer un verger à destination des habitants du quartier. Des analyses plus poussées seront réalisées avant les plantations afin de vérifier la pollution des sols.";Nature en ville;100000.0;16 - Fontaine-Lestang / Arènes / Bagatelle / Papus / Tabar / Bordelongue / Mermoz / La Faourette;64
10;Voilage d'ombres sur les jeux public de plein air pour enfants;Plusieurs jeux à destination des tout petits ou plus grands sont en plein soleil à Toulouse: - Place Saint Georges - Place Occitane - Raymond VI - Borderouge -Jardin Niel D'autres exemples sont possibles ! Tobogans brulants, coups de chaud.... ils sont impraticables... La mairie pourrait assez facilement installer des voilages suspendus en hauteur accrochés à des piquets comme cela se pratique au Portugal ou en Espagne afin de les rendre ombragés.Modalités de réalisation - Avis technique :D'un point de vue technique, il n'est pas possible de prévoir une telle installation sur l’aire de jeux située place Saint Georges, en raison de la hauteur de la structure.Quant à l'aire de jeux située place Occitane (ou espace ludique), se situant sur une dalle de bâtiment, il n’est pas possible de réaliser des fondations, pourtant indispensables en raison des forces qui seraient exercées par les voiles sur les poteaux lors de grand vent.Dans l'hyper centre, les autres aires de jeux sont toutes ombragées par des arbres (place du Salin, pays d’oc, Carthaillac, square de Gaulle…) à l'exception de celle située à Port-Garaud. Si l'idée est lauréate, elle sera réalisée sur le site de Port Garaud, sous réserve de l'accord préalable de l'Architecte des Bâtiments de France.;Cadre de vie;10000.0;1 - Capitole / Arnaud Bernard / Carmes;31
83;Aire sportive et ludique intergénérationnelle autour d'un pumptrack;"Pourquoi une aire de jeu intergénérationnelle ? Parce-qu'il est bon de jouer ensemble ! Bon pour la santé, physique et psychologique, bon pour la solidarité et le bien vivre ensemble. Et intergénérationnelle ? Parceque les adultes aussi devraient jouer, évacuer le stress, réduire les tensions, connaître leurs voisins. Et pourquoi un pumptrack ? Cette activité sportive est ludique dès 2-3 ans, jusqu'à 80 ans. La piste de pumptrack permet de faire des sports non polluants, peut être entourée de verdure, voire d'autres ateliers d'équilibre ou de gym, qui amuseront petits et grands. Le sport, les activités en extérieur, amènent un état d'esprit plus positif globalement. Les gens se rapprochent et communiquent autour des sports. Notre famille a pu parcourir plusieurs pumptrack : l'ambiance y est toujours bienveillante, les gens discutent entre eux, ont soif de partager. On y retrouve bien souvent des familles qui amènent de petits enfants, et les parents se laissent tenter de reprendre un sport qu'ils avaient mis de côté parfois, dans le rythme métro boulot marmots ! Aussi c'est une installation ""montante"" : il s'en construit de plus en plus, la popularité et l'utilisation de ces structures ne cessent de croître. Toulouse va forcément y penser, alors pourquoi pas dans notre quartier ? Le quartier familial des Sept Deniers a bien le même esprit que le pumptrack, dynamique, intergénérationnel, solidaire, bienveillant et respectueux de la nature. Vous trouverez en suivant un lien vers un constructeur : www.bikesolutions.fr. Il en existe d'autres. Je vous remercie pour l'attention que vous portez aux citoyens. Bien à vous,Modalités de réalisation - Avis technique :Cette idée est réalisable, il faut identifier un foncier pour réaliser le projet. Si l'idée venait à être lauréate de l'appel à idées, une concertation serait alors lancée avec les associations du quartier et les habitants du quartier afin de sélectionner un site d'implantation. Cet aménagement est estimé entre 150 000 € et 200 000 € en fonction de la longueur et largeur de piste (100 €/m2).";Cadre de vie;150000.0;7 - Sept Deniers / Ginestous-Sesquières / Lalande;26
112;Rond point allée Brunaud quartier Roseraie;Revoir le tracé de sortie du rond point allée Brunaud vers roseraie bordure trottoir souvent démolie car circulation très dangereuse si dépassement car il y a double file , et en sortie de la file droite on déborde sur la file gauche: la pratique c'est mieux que la théorie pour le tracé des ronds points MAXModalités de réalisation - Avis technique : Cette idée est réalisable.;Cadre de vie;8000.0;10 - Jolimont / Soupetard / Roseraie / Gloire / Gramont / Amouroux;8
126;Aménagement berge canal du midi ;Port st sauveur enlevez les places de parking et aménager en pelouse et espaces verts.Modalités de réalisation - Avis technique :Il est proposé d'aménager cet espace en proposant des mesures d’urbanisme tactique et transitoire. si cette idée est retenue, il est possible d'améliorer les traversées piétonnes entre le pied de façade et les berges, d'interdire le stationnement des véhicules et de créer un espace piéton dédié pour le quai rive droite. Si la végétalisation n’est pas l’objectif initial envisagé (car c’est l’esprit du port et du quai qui au sens de l’étude Grand Parc Canal doit prévaloir), il est proposé dans ce projet : la pose de grandes tablées, de mobilier d’assises, qui pourront être associées à des ombrières afin d’offrir de l’ombre aux heures les plus chaudes. Cet aménagement permettra de promouvoir de nouveaux usages à la fois apaisés et conviviaux.;Nature en ville;170000.0;11 - Bonhoure / Guilheméry / Château de l'Hers / Limayrac / Côte Pavée;103
31;Aire de jeux pour enfants ;Installation d une aire de jeux pour les jeunes enfants ( toboggan, portiques .....) et bancs pour les parents , les grands parents ou les nourrices dans ce joli square bien arboré qui serre actuellement de urinodrome canin situé au bout de la rue des arcs saint cyprien , bout de la rue de cugnaux , face clinique , à côté école proximité allées Charles De Fitte Et je n ai pas trouvé le nom de ce petit square....Modalités de réalisation - Avis technique :Une piste peut être envisagée concernant le réaménagement du jardin Clémence Isaure afin de mieux s’adapter aux usages actuels, en prévoyant des espaces libres permettant d’accueillir un grand nombre de collégiens sur un court moment et en offrant de véritables espaces de détente aux riverains et aux usagers (par la mise en place de bancs, de chaises et de corbeilles). A noter que le jardin étant un Espace Boisé Classé et qu’il se situe en périmètre de Monument Historique, l’aménagement sera contraint par les règles d’urbanisme et devra s’orienter vers un jardin de proximité peu aménagé avec un renfort de la strate arboré et végétale actuelle et des matériaux de sols naturels. La mise en place d’une aire de jeux classique pourrait être réalisée dans ce jardin, mais pour information, une aire de jeux vient d'être construite à proximité, au niveau de l'espace vert face à l'école Maternelle Patte d'oie sur la rue de Cugnaux.;Cadre de vie;100000.0;6 - Saint-Cyprien;9
49;Corriger les discontinuités entre les pistes cyclables Bd Déodat de Séverac, l'arrêt de tram Croix de Pierre et le pont;Les pistes cyclables à croix de pierre mériteraient d'être réaménagées. Il y a une discontinuité entre la piste bd deodat de severac et les deux pistes cyclables (rond point Pierre Bourthoumieux) amenant au pont de Croix de Pierre. Sur la piste cyclable on trouve notamment une station velib, un arbre, un aménagement en dur pour empêcher le stationnement. Les voyageurs tisseo sortant du tram pour aller au carrefour city traversent également la piste cyclable. De plus en plus de gens prennent le vélo et ces discontinuités et carrefour de mobilité entre tram piéton et vélo sont accidentogènes.Modalités de réalisation - Avis technique :Amélioration de la continuité cyclable entre le boulevard Déodat de Severac et le rond point Pierre Bourthoumieux en transformant la piste bidirectionnelle en une piste unidirectionnelle en allant vers la place Croix-de-PIerre, avec un retour qui se ferait par la contre allée, via l'ajout de logos vélos et d'aplats vert. Egalement, le carrefour à feux pourrait être modifié pour faciliter la circulation des cyclistes.;Éco-mobilité;70000.0;15 - Croix de Pierre / Route d'Espagne;51
179;Augmenter l'Installation de L'arbre Algal dans Toulouse;Cet épurateur d'air est un dispositif bénéfique pour la qualité de l'air de Toulouse. Ses implantations doivent se voir augmenter notamment dans des zones stratégiques de forte pollution de l'air comme la gare de Matabiau ou bien la station de métro de basso cambo.Modalités de réalisation - Avis technique :L’arbre algal est un épurateur d’air constitué de microalgues, avec une capacité d’absorption équivalent à 50 arbres. L’expérimentation menée par Toulouse Métropole en 2020 a permis de démontrer que le dispositif fonctionne et est efficace contre les micropolluants. Afin d’avoir un impact sur le CO2, il faut cibler des zones particulièrement exposées (environnements urbains générant une forte concentration, une dispersion lente). Une analyse d’opportunité du site devra compléter le déploiement de cette solution sur le quartier.;Nature en ville;80000.0;17 - Mirail-Université / Reynerie / Bellefontaine;5
80;Installer des échiquiers au Jardin Claude Nougaro;L'installation d'échiquiers formant partie du mobilier urbain du jardin serait un grand atout pour ce lieu. En effet, ces tables permettraient de jouer aux échecs et aux dames en apportant ses pièces mais seraient aussi un lieu de rencontre pour les gens du quartier. Elles permettraient aussi aux jeunes du quartier de découvrir ces jeux.Modalités de réalisation - Avis technique :Idée qui allie l’objectif de la pratique d’un jeu non bruyant en ayant la fonctionnalité d’une table en dehors de cette activité. Le nombre de table sera à définir en fonction du remplacement de mobilier existant déjà important sur ce jardin Claude Nougaro (3 000 euros par table).;Cadre de vie;3000.0;8 - Minimes / Barrière de Paris / Ponts-Jumeaux / La Vache / Raisins / Fondeyre;9
167;Terrain Multi Activités à proximité du Touch;Nous pourrions aménager les terrains de Tennis qui sont à l'abandon en bord du Touch, en Terrain Multi Activités, qui serait très apprécié par l'ensemble des riverains et citoyens de la ZAC de Saint-Martin-du-Touch.Modalités de réalisation - Avis technique :La création d’un terrain multisport prend tout son sens dans le cadre du réaménagement de la ZAC Saint-Martin du Touch et du projet « Parc du Touch ». Cette proposition pourrait déboucher sur la réhabilitation du site des terrains de tennis, en réalisant une aire sportive (city stade).;Cadre de vie;150000.0;20 - Arènes Romaines / Ancely / Saint-Martin du Touch / Purpan;49
187;Espace de jeux Place Niki de St-Phalle;La place Niki de St-Phalle étant une place centrale du quartier de Bellefontaine, il serait intéressant d'y créer un espace plus vivant avec des tables de ping-pong en béton comme il en existait à l'époque, avant la destruction d'immeuble Candilis, la création également d'un City Stade avec gazon synthétique pour réinsufflé à nouveaux les rdv des joueurs du dimanche et les enfants, une dynamique sportive. Crever les écrans.Modalités de réalisation - Avis technique : La collectivité travaille à rendre plus agréable la place Niki de St-Phalle par la débitumisation et l’installation d'aires de pique-nique.Ce projet pourrait être complété, si l'idée est lauréate par l’installation de table(s) de ping-pong et le changement de surface du city-stade. Ce qui serait pertinent et permettrait de redonner du dynamisme à cette place qui sera démolie à horizon 2028-2029.;Cadre de vie;39000.0;17 - Mirail-Université / Reynerie / Bellefontaine;2
120;Jeux d'Ooo dans la ville;"1 climatisation urbaine sur le principe égyptien, vieux principe : terre cuite et eau fraiche créent un effet rafraichissant une grande sculpture en terre cuite, une petite pompe solaire, peu d'eau (elle circule en continue), l'eau mouille la terre et crée un effet ""frais"". Localisation : parc Saccarin Étude de faisabilité : à venirModalités de réalisation - avis technique :La collectivité ne disposant pas de marché public pour l'installation des dispositifs dits ""de clim égyptienne"", cette idée ne respectera pas le délais de deux ans pour sa réalisation, cette partie de l'idée n'est donc pas soumise au vote. En revanche, pour la partie de la proposition consistant à installer des jeux d'eau pour les enfants, il est possible d'installer un dispositif de type brumisateur. A noter toutefois que ce parc est ombragé, les sites exposés au soleil sont plus pertinents pour ce type d'installation.";Cadre de vie;20000.0;11 - Bonhoure / Guilheméry / Château de l'Hers / Limayrac / Côte Pavée;8
